"","ID","Gene","GB_ACC","GeneDes"
"225653_at","225653_at","TGFBRAP1","AV755269","0005083 // small GTPase regulator activity // inferred from electronic annotation /// 0005160 // transforming growth factor beta receptor binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0046332 // SMAD binding // inferred from direct assay"
"225748_at","225748_at","LTV1","AI458051",""
"226091_s_at","226091_s_at","MRFAP1","BG435643","0005515 // protein binding // inferred from physical interaction"
"226131_s_at","226131_s_at","RPS16","AA583817","0003723 // RNA binding // inferred from direct assay /// 0003735 // structural constituent of ribosome // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"226153_s_at","226153_s_at","CNOT6L","AW514857","0004518 // nuclease activity // inferred from electronic annotation /// 0004527 // exonuclease activity // inferred from electronic annotation /// 0004535 // poly(A)-specific ribonuclease activity // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"226398_s_at","226398_s_at","FRA10AC1","AI804930","0005515 // protein binding // inferred from physical interaction"
"226529_at","226529_at","TMEM106B","BF513060","0005515 // protein binding // inferred from physical interaction"
"226624_at","226624_at","RAD54L2","AI697908","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003712 // transcription cofactor activity // inferred from electronic annotation /// 0004386 // helicase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0019901 // protein kinase binding // inferred from electronic annotation"
"226713_at","226713_at","CCDC50","AI247881","0005515 // protein binding // inferred from physical interaction"
"226821_at","226821_at","LOC101929336 /// RIF1","R41296","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation"
"226831_at","226831_at","SLC25A46","AA928542",""
"227047_x_at","227047_x_at","ZBTB4","N63748","0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008327 // methyl-CpG binding // inferred from direct assay /// 0010428 // methyl-CpNpG binding // inferred from direct assay /// 0019901 // protein kinase binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // inferred from direct assay /// 0043565 // sequence-specific DNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"227319_at","227319_at","KLHL36","AI693862",""
"228095_at","228095_at","PHF14","AA608749","0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"228768_at","228768_at","FNIP1","N51056","0005085 // guanyl-nucleotide exchange factor activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction"
"229710_at","229710_at","ERCC6L2","AA843541","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0004386 // helicase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation"
"231913_s_at","231913_s_at","BRCC3","X64643","0004221 // ubiquitin thiolesterase activity // inferred from mutant phenotype /// 0004843 // ubiquitin-specific protease activity // inferred from mutant phenotype /// 0005515 // protein binding // inferred from physical interaction /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from mutant phenotype /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0030234 // enzyme regulator activity // inferred from direct assay /// 0031593 // polyubiquitin binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"233864_s_at","233864_s_at","VPS35","BG537579","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction"
"234302_s_at","234302_s_at","ALKBH5","AL137263","0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016706 // oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors // inferred from direct assay /// 0035515 // oxidative RNA demethylase activity // inferred from direct assay /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation /// 0051213 // dioxygenase activity // inferred from electronic annotation"
"235081_x_at","235081_x_at","TRIM65","AI739057","0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"235391_at","235391_at","FAM92A1","AW960748","0005515 // protein binding // inferred from electronic annotation"
"238337_s_at","238337_s_at","DNAJC21","BF678298","0003676 // nucleic acid binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"238974_at","238974_at","C2orf69","N47077",""
"AFFX-HSAC07/X00351_3_at","AFFX-HSAC07/X00351_3_at","ACTB","","0000166 // nucleotide binding // inferred from electronic annotation /// 0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0000980 // RNA polymerase II distal enhancer sequence-specific DNA binding // inferred from direct assay /// 0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0019894 // kinesin binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0030957 // Tat protein binding // inferred from physical interaction /// 0031492 // nucleosomal DNA binding // inferred from direct assay /// 0050998 // nitric-oxide synthase binding // inferred from physical interaction"
"AFFX-hum_alu_at","AFFX-hum_alu_at","","",""
"AFFX-HUMGAPDH/M33197_3_at","AFFX-HUMGAPDH/M33197_3_at","GAPDH","","0004365 // glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity // inferred from sequence or structural similarity /// 0004365 // glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008017 // microtubule binding // inferred from sequence or structural similarity /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016620 // oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0035605 // peptidyl-cysteine S-nitrosylase activity // inferred from sequence or structural similarity /// 0042802 // identical protein binding // inferred from physical interaction /// 0050661 // NADP binding // inferred from electronic annotation /// 0051287 // NAD binding // inferred from electronic annotation"
